SecurityLogID,RestrictedItemFound
SE06351,Battery pack
SE06353,Liquid over 100ml
SE06356,Lighter
SE06356,Knife
SE06360,Liquid over 100ml
SE06370,Knife
SE06370,Battery pack
SE06375,Liquid over 100ml
SE06375,Aerosol can
SE06379,Aerosol can
SE06379,Liquid over 100ml
SE06379,Battery pack
SE06382,Sharp object
SE06382,Lighter
SE06382,Knife
SE06388,Liquid over 100ml
SE06388,Aerosol can
SE06388,Lighter
SE06391,Sharp object
SE06403,Aerosol can
SE06403,Knife
SE06408,Liquid over 100ml
SE06408,Sharp object
SE06415,Lighter
SE06423,Knife
SE06423,Aerosol can
SE06424,Knife
SE06436,Liquid over 100ml
SE06436,Sharp object
SE06453,Sharp object
SE06453,Aerosol can
SE06453,Liquid over 100ml
SE06454,Lighter
SE06454,Knife
SE06458,Liquid over 100ml
SE06458,Sharp object
SE06458,Lighter
SE06466,Battery pack
SE06466,Knife
SE06466,Sharp object
SE06467,Sharp object
SE06472,Knife
SE06472,Liquid over 100ml
SE06472,Lighter
SE06479,Battery pack
SE06479,Knife
SE06479,Aerosol can
SE06482,Sharp object
SE06482,Aerosol can
SE06491,Liquid over 100ml
SE06491,Battery pack
SE06493,Sharp object
SE06493,Knife
SE06497,Lighter
SE06516,Liquid over 100ml
SE06516,Sharp object
SE06516,Aerosol can
SE06526,Liquid over 100ml
SE06526,Lighter
SE06535,Battery pack
SE06535,Knife
SE06535,Liquid over 100ml
SE06550,Aerosol can
SE06551,Aerosol can
SE06592,Aerosol can
SE06602,Aerosol can
SE06605,Knife
SE06605,Aerosol can
SE06609,Sharp object
SE06609,Liquid over 100ml
SE06615,Aerosol can
SE06618,Knife
SE06624,Knife
SE06631,Knife
SE06642,Knife
SE06642,Aerosol can
SE06642,Battery pack
SE06654,Knife
SE06654,Aerosol can
SE06654,Liquid over 100ml
SE06667,Knife
SE06667,Sharp object
SE06667,Battery pack
SE06690,Lighter
SE06694,Battery pack
SE06748,Liquid over 100ml
SE06748,Aerosol can
SE06752,Liquid over 100ml
SE06760,Knife
SE06760,Lighter
SE06760,Sharp object
SE06764,Sharp object
SE06764,Battery pack
SE06764,Lighter
SE06765,Aerosol can
SE06765,Liquid over 100ml
SE06765,Lighter
SE06767,Knife
SE06771,Liquid over 100ml
SE06778,Sharp object
SE06778,Liquid over 100ml
SE06778,Lighter
SE06789,Liquid over 100ml
SE06789,Knife
SE06789,Aerosol can
SE06795,Liquid over 100ml
SE06795,Knife
SE06795,Sharp object
SE06813,Lighter
SE06813,Aerosol can
SE06816,Battery pack
SE06831,Knife
SE06831,Battery pack
SE06831,Sharp object
SE06840,Lighter
SE06854,Aerosol can
SE06869,Lighter
SE06890,Aerosol can
SE06890,Knife
SE06904,Liquid over 100ml
SE06904,Lighter
SE06904,Battery pack
SE06921,Lighter
SE06921,Sharp object
SE06925,Battery pack
SE06928,Aerosol can
SE06940,Battery pack
SE06953,Sharp object
SE06986,Sharp object
SE06988,Liquid over 100ml
SE06988,Aerosol can
SE06989,Lighter
SE06989,Aerosol can
SE07016,Lighter
SE07038,Battery pack
SE07049,Liquid over 100ml
SE07049,Aerosol can
SE07049,Knife
SE07058,Battery pack
SE07058,Knife
SE07058,Lighter
SE07063,Battery pack
SE07102,Aerosol can
SE07102,Sharp object
SE07102,Lighter
SE07104,Sharp object
SE07104,Lighter
SE07119,Battery pack
SE07121,Sharp object
SE07126,Aerosol can
SE07145,Knife
SE07145,Battery pack
SE07145,Lighter
SE07165,Liquid over 100ml
SE07168,Knife
SE07168,Lighter
SE07168,Sharp object
SE07187,Knife
SE07195,Knife
SE07195,Sharp object
SE07195,Battery pack
SE07202,Knife
SE07202,Battery pack
SE07217,Sharp object
SE07217,Knife
SE07230,Aerosol can
SE07230,Knife
SE07230,Liquid over 100ml
SE07235,Knife
SE07235,Sharp object
SE07261,Lighter
SE07261,Battery pack
SE07261,Liquid over 100ml
SE07265,Sharp object
SE07277,Sharp object
SE07285,Knife
SE07285,Sharp object
SE07290,Sharp object
SE07290,Lighter
SE07290,Liquid over 100ml
SE07311,Liquid over 100ml
SE07311,Aerosol can
SE07311,Battery pack
SE07314,Sharp object
SE07314,Battery pack
SE07314,Knife
SE07324,Sharp object
SE07324,Knife
SE07324,Lighter
SE07329,Battery pack
SE07364,Liquid over 100ml
SE07364,Sharp object
SE07365,Aerosol can
SE07375,Liquid over 100ml
SE07375,Battery pack
SE07380,Knife
SE07380,Lighter
SE07387,Knife
SE07387,Lighter
SE07387,Liquid over 100ml
SE07392,Liquid over 100ml
SE07392,Aerosol can
SE07392,Battery pack
SE07395,Battery pack
SE07395,Knife
SE07403,Liquid over 100ml
SE07407,Aerosol can
SE07414,Liquid over 100ml
SE07414,Lighter
SE07414,Aerosol can
SE07442,Battery pack
SE07443,Lighter
SE07443,Aerosol can
SE07468,Sharp object
SE07468,Knife
SE07468,Lighter
SE07471,Sharp object
SE07480,Lighter
SE07480,Aerosol can
SE07501,Aerosol can
SE07501,Liquid over 100ml
SE07506,Lighter
SE07506,Aerosol can
SE07512,Aerosol can
SE07512,Liquid over 100ml
SE07514,Knife
SE07514,Sharp object
SE07514,Battery pack
SE07517,Battery pack
SE07517,Sharp object
SE07517,Lighter
SE07521,Sharp object
SE07521,Aerosol can
SE07521,Lighter
SE07537,Liquid over 100ml
SE07545,Knife
SE07556,Battery pack
SE07569,Lighter
SE07569,Battery pack
SE07575,Battery pack
SE07575,Liquid over 100ml
SE07575,Aerosol can
SE07586,Aerosol can
SE07586,Sharp object
SE07587,Knife
SE07595,Battery pack
SE07610,Liquid over 100ml
SE07611,Aerosol can
SE07611,Sharp object
SE07613,Knife
SE07630,Lighter
SE07636,Battery pack
SE07636,Liquid over 100ml
SE07642,Sharp object
SE07642,Battery pack
SE07655,Liquid over 100ml
SE07655,Battery pack
SE07662,Lighter
SE07662,Sharp object
SE07670,Lighter
SE07671,Battery pack
SE07695,Lighter
SE07695,Battery pack
SE07699,Liquid over 100ml
SE07699,Battery pack
SE07700,Lighter
SE07700,Aerosol can
SE07739,Sharp object
SE07740,Battery pack
SE07740,Knife
SE07740,Sharp object
SE07752,Battery pack
SE07759,Battery pack
SE07759,Lighter
SE07759,Knife
SE07760,Knife
SE07760,Lighter
SE07760,Liquid over 100ml
SE07762,Aerosol can
SE07780,Liquid over 100ml
SE07782,Aerosol can
SE07787,Sharp object
SE07787,Knife
SE07787,Battery pack
SE07788,Knife
SE07788,Aerosol can
SE07788,Battery pack
SE07792,Battery pack
SE07792,Sharp object
SE07807,Lighter
SE07814,Aerosol can
SE07820,Knife
SE07824,Aerosol can
SE07824,Sharp object
SE07824,Liquid over 100ml
SE07825,Lighter
SE07825,Liquid over 100ml
SE07833,Sharp object
SE07833,Lighter
SE07835,Aerosol can
SE07835,Battery pack
SE07837,Sharp object
SE07837,Liquid over 100ml
SE07837,Battery pack
SE07854,Liquid over 100ml
SE07854,Battery pack
SE07854,Lighter
SE07857,Lighter
SE07857,Sharp object
SE07863,Liquid over 100ml
SE07863,Aerosol can
SE07863,Sharp object
SE07888,Liquid over 100ml
SE07888,Battery pack
SE07888,Lighter
SE07889,Battery pack
SE07889,Sharp object
SE07898,Lighter
SE07913,Battery pack
SE07918,Lighter
SE07918,Aerosol can
SE07920,Knife
SE07931,Lighter
SE07931,Liquid over 100ml
SE07931,Knife
SE07938,Lighter
SE07938,Sharp object
SE07958,Knife
SE07958,Battery pack
SE07958,Liquid over 100ml
SE07983,Lighter
SE07983,Battery pack
SE08003,Aerosol can
SE08003,Battery pack
SE08003,Lighter
SE08008,Sharp object
SE08008,Knife
SE08008,Battery pack
SE08018,Knife
SE08018,Aerosol can
SE08018,Lighter
SE08025,Lighter
SE08028,Aerosol can
SE08028,Knife
SE08036,Battery pack
SE08041,Sharp object
SE08041,Aerosol can
SE08041,Lighter
SE08101,Lighter
SE08101,Sharp object
SE08101,Knife
SE08124,Lighter
SE08124,Knife
SE08162,Knife
SE08179,Battery pack
SE08179,Liquid over 100ml
SE08179,Knife
SE08180,Battery pack
SE08183,Battery pack
SE08183,Sharp object
SE08200,Lighter
SE08200,Knife
SE08215,Sharp object
SE08215,Knife
SE08238,Liquid over 100ml
SE08238,Battery pack
SE08238,Knife
SE08241,Knife
SE08241,Liquid over 100ml
SE08244,Aerosol can
SE08249,Aerosol can
SE08257,Lighter
SE08257,Sharp object
SE08258,Sharp object
SE08260,Sharp object
SE08263,Battery pack
SE08263,Knife
SE08289,Aerosol can
SE08289,Sharp object
SE08289,Lighter
SE08310,Lighter
SE08318,Lighter
SE08350,Knife
SE08350,Battery pack
SE08376,Lighter
SE08376,Aerosol can
SE08376,Sharp object
SE08385,Lighter
SE08385,Knife
SE08385,Sharp object
SE08386,Sharp object
SE08386,Lighter
SE08393,Battery pack
SE08393,Liquid over 100ml
SE08406,Battery pack
SE08414,Sharp object
SE08414,Liquid over 100ml
SE08419,Liquid over 100ml
SE08421,Liquid over 100ml
SE08421,Sharp object
SE08421,Battery pack
SE08429,Battery pack
SE08429,Sharp object
SE08430,Liquid over 100ml
SE08430,Battery pack
SE08434,Liquid over 100ml
SE08434,Sharp object
SE08434,Battery pack
SE08435,Knife
SE08435,Aerosol can
SE08436,Lighter
SE08436,Battery pack
SE08436,Knife
SE08440,Aerosol can
SE08447,Sharp object
SE08456,Liquid over 100ml
SE08456,Sharp object
SE08456,Aerosol can
SE08464,Battery pack
SE08473,Liquid over 100ml
SE08473,Knife
SE08475,Knife
SE08475,Battery pack
SE08532,Lighter
SE08532,Aerosol can
SE08541,Battery pack
SE08542,Lighter
SE08552,Knife
SE08552,Aerosol can
SE08554,Knife
SE08554,Aerosol can
SE08561,Battery pack
SE08561,Lighter
SE08561,Liquid over 100ml
SE08568,Liquid over 100ml
SE08568,Aerosol can
SE08570,Knife
SE08570,Lighter
SE08585,Sharp object
SE08585,Battery pack
SE08614,Lighter
SE08614,Liquid over 100ml
SE08614,Aerosol can
SE08631,Aerosol can
SE08641,Knife
SE08680,Knife
SE08680,Lighter
SE08680,Aerosol can
SE08700,Aerosol can
SE08700,Knife
SE08701,Liquid over 100ml
SE08716,Liquid over 100ml
SE08738,Lighter
SE08738,Aerosol can
SE08741,Battery pack
SE08770,Sharp object
SE08770,Battery pack
SE08770,Knife
SE08771,Sharp object
SE08771,Liquid over 100ml
SE08771,Knife
SE08803,Liquid over 100ml
SE08803,Aerosol can
SE08812,Knife
SE08812,Aerosol can
SE08827,Knife
SE08856,Sharp object
SE08856,Liquid over 100ml
SE08873,Aerosol can
SE08873,Battery pack
SE08881,Battery pack
SE08881,Lighter
SE08893,Battery pack
SE08957,Aerosol can
SE08957,Sharp object
SE08957,Battery pack
SE08961,Battery pack
SE08961,Knife
SE08965,Lighter
SE08967,Lighter
SE08967,Battery pack
SE08967,Aerosol can
SE08974,Liquid over 100ml
SE08983,Aerosol can
SE09009,Knife
SE09010,Liquid over 100ml
SE09010,Knife
SE09022,Sharp object
SE09022,Knife
SE09022,Liquid over 100ml
SE09037,Sharp object
SE09037,Battery pack
SE09049,Liquid over 100ml
SE09049,Battery pack
SE09049,Sharp object
SE09056,Battery pack
SE09064,Battery pack
SE09064,Liquid over 100ml
SE09064,Knife
SE09069,Knife
SE09069,Lighter
SE09074,Aerosol can
SE09074,Battery pack
SE09096,Aerosol can
SE09096,Battery pack
SE09097,Battery pack
SE09097,Sharp object
SE09097,Liquid over 100ml
SE09104,Knife
SE09105,Knife
SE09105,Sharp object
SE09132,Liquid over 100ml
SE09132,Sharp object
SE09132,Lighter
SE09140,Aerosol can
SE09140,Knife
SE09140,Liquid over 100ml
SE09152,Sharp object
SE09159,Aerosol can
SE09170,Knife
SE09170,Liquid over 100ml
SE09178,Aerosol can
SE09178,Battery pack
SE09178,Lighter
SE09198,Knife
SE09202,Battery pack
SE09202,Liquid over 100ml
SE09202,Lighter
SE09213,Sharp object
SE09213,Aerosol can
SE09213,Lighter
SE09216,Sharp object
SE09228,Aerosol can
SE09229,Aerosol can
SE09232,Lighter
SE09232,Battery pack
SE09232,Sharp object
SE09236,Lighter
SE09236,Knife
SE09236,Aerosol can
SE09239,Liquid over 100ml
SE09247,Liquid over 100ml
SE09247,Aerosol can
SE09264,Knife
SE09264,Liquid over 100ml
SE09267,Sharp object
SE09267,Knife
SE09269,Lighter
SE09269,Battery pack
SE09269,Knife
SE09289,Sharp object
SE09289,Knife
SE09308,Lighter
SE09327,Battery pack
SE09327,Sharp object
SE09332,Battery pack
SE09332,Sharp object
SE09332,Lighter
SE09344,Sharp object
SE09350,Sharp object
SE09363,Aerosol can
SE09363,Knife
SE09375,Lighter
SE09377,Lighter
SE09379,Sharp object
SE09383,Liquid over 100ml
SE09383,Sharp object
SE09383,Battery pack
SE09384,Lighter
SE09384,Liquid over 100ml
SE09384,Knife
SE09386,Lighter
SE09386,Battery pack
SE09386,Sharp object
SE09388,Aerosol can
SE09388,Liquid over 100ml
SE09388,Lighter
SE09395,Sharp object
SE09414,Aerosol can
SE09414,Knife
SE09415,Aerosol can
SE09415,Battery pack
SE09415,Liquid over 100ml
SE09433,Lighter
SE09433,Liquid over 100ml
SE09435,Lighter
SE09435,Knife
SE09458,Aerosol can
SE09458,Knife
SE09458,Battery pack
SE09524,Lighter
SE09524,Sharp object
SE09524,Battery pack
SE09531,Battery pack
SE09531,Sharp object
SE09545,Aerosol can
SE09545,Liquid over 100ml
SE09545,Battery pack
SE09556,Knife
SE09558,Knife
SE09558,Aerosol can
SE09574,Aerosol can
SE09574,Liquid over 100ml
SE09587,Knife
SE09590,Aerosol can
SE09590,Battery pack
SE09593,Liquid over 100ml
SE09599,Aerosol can
SE09599,Liquid over 100ml
SE09611,Sharp object
SE09611,Lighter
SE09611,Battery pack
SE09618,Sharp object
SE09618,Aerosol can
SE09646,Battery pack
SE09656,Lighter
SE09656,Battery pack
SE09667,Aerosol can
SE09673,Sharp object
SE09673,Knife
SE09677,Aerosol can
SE09686,Sharp object
SE09686,Knife
SE09688,Sharp object
SE09688,Battery pack
SE09688,Liquid over 100ml
SE09699,Liquid over 100ml
SE09700,Aerosol can
SE09700,Battery pack
SE09752,Lighter
SE09752,Battery pack
SE09752,Knife
SE09753,Battery pack
SE09754,Sharp object
SE09754,Battery pack
SE09765,Aerosol can
SE09765,Battery pack
SE09772,Knife
SE09792,Aerosol can
SE09792,Sharp object
SE09815,Aerosol can
SE09815,Lighter
SE09815,Liquid over 100ml
SE09821,Sharp object
SE09821,Knife
SE09821,Battery pack
SE09828,Lighter
SE09828,Knife
SE09828,Battery pack
SE09834,Liquid over 100ml
SE09845,Lighter
SE09847,Aerosol can
SE09848,Aerosol can
SE09848,Battery pack
SE09871,Lighter
SE09871,Liquid over 100ml
SE09877,Aerosol can
SE09877,Sharp object
SE09877,Knife
SE09887,Liquid over 100ml
SE09887,Knife
SE09887,Lighter
SE09892,Lighter
SE09892,Sharp object
SE09896,Aerosol can
SE09900,Sharp object
SE09900,Battery pack
SE09907,Knife
SE09907,Aerosol can
SE09923,Sharp object
SE09923,Liquid over 100ml
SE09982,Liquid over 100ml
SE09982,Aerosol can
SE10007,Lighter
SE10029,Sharp object
SE10029,Aerosol can
SE10029,Battery pack
SE10054,Lighter
SE10058,Battery pack
SE10064,Lighter
SE10064,Aerosol can
SE10065,Knife
SE10088,Lighter
SE10088,Liquid over 100ml
SE10088,Knife
SE10092,Sharp object
SE10092,Knife
SE10092,Battery pack
SE10109,Battery pack
SE10109,Knife
SE10130,Sharp object
SE10130,Lighter
SE10131,Sharp object
SE10131,Lighter
SE10161,Liquid over 100ml
SE10161,Battery pack
SE10161,Knife
SE10181,Knife
SE10188,Liquid over 100ml
SE10222,Liquid over 100ml
SE10222,Lighter
SE10222,Knife
SE10224,Aerosol can
SE10224,Sharp object
SE10233,Knife
SE10233,Liquid over 100ml
SE10235,Liquid over 100ml
SE10245,Aerosol can
SE10245,Sharp object
SE10245,Lighter
SE10279,Battery pack
SE10287,Lighter
SE10287,Knife
SE10295,Sharp object
SE10298,Lighter
SE10298,Battery pack
SE10299,Knife
SE10299,Lighter
SE10304,Knife
SE10304,Liquid over 100ml
SE10310,Battery pack
SE10310,Aerosol can
SE10314,Aerosol can
SE10314,Battery pack
SE10329,Knife
SE10331,Aerosol can
SE10331,Lighter
SE10336,Battery pack
SE10336,Knife
SE10336,Aerosol can
SE10337,Knife
SE10388,Knife
SE10390,Aerosol can
SE10391,Lighter
SE10391,Battery pack
SE10391,Aerosol can
SE10392,Knife
SE10401,Liquid over 100ml
SE10401,Sharp object
SE10410,Aerosol can
SE10415,Lighter
SE10415,Sharp object
SE10422,Liquid over 100ml
SE10422,Knife
SE10429,Sharp object
SE10430,Lighter
SE10430,Liquid over 100ml
SE10475,Aerosol can
SE10475,Battery pack
SE10475,Sharp object
SE10481,Sharp object
SE10481,Knife
SE10495,Sharp object
SE10495,Aerosol can
SE10522,Aerosol can
SE10522,Liquid over 100ml
SE10522,Knife
SE10526,Knife
SE10526,Battery pack
SE10531,Liquid over 100ml
SE10533,Aerosol can
SE10533,Lighter
SE10542,Liquid over 100ml
SE10542,Aerosol can
SE10542,Sharp object
SE10553,Lighter
SE10553,Knife
SE10553,Liquid over 100ml
SE10561,Battery pack
SE10574,Lighter
SE10574,Knife
SE10574,Liquid over 100ml
SE10584,Knife
SE10584,Lighter
SE10588,Aerosol can
SE10590,Sharp object
SE10591,Battery pack
SE10615,Lighter
SE10615,Battery pack
SE10659,Knife
SE10659,Lighter
SE10659,Sharp object
SE10679,Lighter
SE10679,Sharp object
SE10679,Battery pack
SE10688,Aerosol can
SE10688,Liquid over 100ml
SE10717,Liquid over 100ml
SE10717,Knife
SE10768,Knife
SE10784,Aerosol can
SE10784,Sharp object
SE10784,Knife
SE10785,Liquid over 100ml
SE10785,Battery pack
SE10785,Lighter
SE10817,Battery pack
SE10828,Battery pack
SE10828,Knife
SE10838,Battery pack
SE10847,Sharp object
SE10859,Lighter
SE10859,Aerosol can
SE10859,Battery pack
SE10876,Liquid over 100ml
SE10876,Lighter
SE10876,Battery pack
SE10885,Liquid over 100ml
SE10885,Aerosol can
SE10887,Liquid over 100ml
SE10909,Liquid over 100ml
SE10909,Battery pack
SE10909,Sharp object
SE10912,Liquid over 100ml
SE10927,Battery pack
SE10931,Lighter
SE10940,Battery pack
SE10940,Sharp object
SE10940,Liquid over 100ml
SE10950,Sharp object
SE10950,Battery pack
SE10950,Lighter
SE10967,Liquid over 100ml
SE10967,Battery pack
SE10980,Battery pack
SE10991,Lighter
SE10991,Aerosol can
SE10991,Liquid over 100ml
SE10995,Aerosol can
SE10995,Knife
SE11008,Aerosol can
SE11008,Lighter
SE11012,Liquid over 100ml
SE11013,Aerosol can
SE11015,Knife
SE11022,Battery pack
SE11028,Battery pack
SE11031,Lighter
SE11031,Liquid over 100ml
SE11041,Aerosol can
SE11041,Lighter
SE11041,Sharp object
SE11046,Sharp object
SE11051,Battery pack
SE11055,Liquid over 100ml
SE11062,Knife
SE11062,Battery pack
SE11062,Liquid over 100ml
SE11077,Sharp object
SE11078,Liquid over 100ml
SE11078,Aerosol can
SE11082,Liquid over 100ml
SE11084,Sharp object
SE11084,Aerosol can
SE11084,Knife
SE11102,Battery pack
SE11102,Aerosol can
SE11107,Knife
SE11110,Knife
SE11110,Lighter
SE11110,Liquid over 100ml
SE11114,Sharp object
SE11114,Knife
SE11114,Lighter
SE11118,Lighter
SE11125,Lighter
SE11125,Sharp object
SE11129,Knife
SE11129,Sharp object
SE11129,Battery pack
SE11180,Battery pack
SE11180,Knife
SE11181,Sharp object
SE11181,Lighter
SE11181,Aerosol can
SE11202,Aerosol can
SE11202,Lighter
SE11206,Lighter
SE11212,Knife
SE11212,Liquid over 100ml
SE11217,Sharp object
SE11250,Sharp object
SE11250,Lighter
SE11250,Aerosol can
SE11254,Aerosol can
SE11259,Liquid over 100ml
SE11261,Liquid over 100ml
SE11261,Lighter
SE11267,Liquid over 100ml
SE11267,Sharp object
SE11279,Battery pack
SE11286,Battery pack
SE11286,Liquid over 100ml
SE11287,Battery pack
SE11287,Knife
SE11311,Knife
SE11320,Aerosol can
SE11323,Lighter
SE11323,Liquid over 100ml
SE11337,Lighter
SE11346,Liquid over 100ml
SE11346,Aerosol can
SE11357,Battery pack
SE11374,Battery pack
SE11374,Lighter
SE11374,Aerosol can
SE11389,Aerosol can
SE11389,Sharp object
SE11389,Battery pack
SE11401,Aerosol can
SE11404,Lighter
SE11404,Battery pack
SE11404,Liquid over 100ml
SE11406,Liquid over 100ml
SE11406,Knife
SE11409,Battery pack
SE11414,Sharp object
SE11414,Aerosol can
SE11416,Aerosol can
SE11416,Lighter
SE11421,Sharp object
SE11422,Lighter
SE11422,Knife
SE11438,Aerosol can
SE11438,Lighter
SE11457,Sharp object
SE11457,Lighter
SE11478,Aerosol can
SE11483,Lighter
SE11483,Liquid over 100ml
SE11483,Knife
SE11497,Knife
SE11498,Knife
SE11498,Aerosol can
SE11504,Sharp object
SE11518,Knife
SE11518,Aerosol can
SE11518,Battery pack
SE11533,Sharp object
SE11533,Battery pack
SE11550,Lighter
SE11555,Battery pack
SE11555,Aerosol can
SE11555,Liquid over 100ml
SE11600,Lighter
SE11600,Aerosol can
SE11600,Battery pack
SE11619,Lighter
SE11619,Knife
SE11619,Liquid over 100ml
SE11626,Battery pack
SE11626,Liquid over 100ml
SE11627,Liquid over 100ml
SE11627,Sharp object
SE11627,Lighter
SE11645,Sharp object
SE11645,Aerosol can
SE11645,Liquid over 100ml
SE11650,Sharp object
SE11668,Sharp object
SE11668,Battery pack
SE11679,Sharp object
SE11679,Liquid over 100ml
SE11679,Battery pack
SE11681,Sharp object
SE11706,Sharp object
SE11714,Aerosol can
SE11728,Battery pack
SE11728,Lighter
SE11728,Liquid over 100ml
SE11733,Lighter
SE11733,Liquid over 100ml
SE11763,Sharp object
SE11763,Aerosol can
SE11764,Battery pack
SE11770,Battery pack
SE11770,Liquid over 100ml
SE11770,Knife
SE11773,Knife
SE11773,Liquid over 100ml
SE11781,Sharp object
SE11781,Liquid over 100ml
SE11796,Lighter
SE11821,Liquid over 100ml
SE11821,Sharp object
SE11825,Knife
SE11835,Battery pack
SE11840,Sharp object
SE11840,Battery pack
SE11840,Aerosol can
SE11881,Battery pack
SE11881,Lighter
SE11881,Liquid over 100ml
SE11900,Battery pack
SE11900,Liquid over 100ml
SE11903,Liquid over 100ml
SE11903,Battery pack
SE11905,Knife
SE11917,Sharp object
SE11917,Knife
SE11918,Lighter
SE11920,Aerosol can
SE11920,Liquid over 100ml
SE11941,Aerosol can
SE11941,Sharp object
SE11965,Lighter
SE11967,Battery pack
SE11967,Lighter
SE11974,Sharp object
SE11974,Lighter
SE11982,Liquid over 100ml
SE11982,Battery pack
SE11992,Battery pack
SE11992,Aerosol can
SE11992,Sharp object
SE11996,Aerosol can
SE11996,Liquid over 100ml
SE11996,Lighter
SE11999,Liquid over 100ml
SE12016,Battery pack
SE12016,Aerosol can
SE12016,Knife
SE12017,Sharp object
SE12017,Battery pack
SE12017,Lighter
SE12026,Liquid over 100ml
SE12059,Knife
SE12059,Liquid over 100ml
SE12059,Lighter
SE12060,Lighter
SE12060,Sharp object
SE12075,Sharp object
SE12075,Aerosol can
SE12081,Lighter
SE12081,Knife
SE12081,Liquid over 100ml
SE12088,Lighter
SE12093,Knife
SE12093,Lighter
SE12093,Sharp object
SE12094,Lighter
SE12119,Knife
SE12119,Sharp object
SE12119,Aerosol can
SE12120,Battery pack
SE12120,Aerosol can
SE12120,Knife
SE12121,Lighter
SE12127,Knife
SE12131,Aerosol can
SE12136,Knife
SE12136,Liquid over 100ml
