PassengerID,TravelHistory
PA00429,Flew to Tokyo on 2025-11-20 (Flight FL00234)
PA00430,Flew to Tokyo on 2025-11-19 (Flight FL00201)
PA00431,Flew to Tokyo on 2025-11-20 (Flight FL00169)
PA00432,Flew to Hong Kong on 2025-11-21 (Flight FL00142)
PA00433,Flew to Phu Quoc on 2025-11-20 (Flight FL00123)
PA00434,Flew to Singapore on 2025-11-21 (Flight FL00078)
PA00435,Flew to Phu Quoc on 2025-11-20 (Flight FL00083)
PA00436,Flew to Phu Quoc on 2025-11-20 (Flight FL00083)
PA00437,Flew to Hong Kong on 2025-11-21 (Flight FL00305)
PA00438,Flew to London on 2025-11-21 (Flight FL00314)
PA00439,Flew to London on 2025-11-21 (Flight FL00021)
PA00440,Flew to Paris on 2025-11-20 (Flight FL00091)
PA00441,Flew to Paris on 2025-11-21 (Flight FL00084)
PA00442,Flew to Paris on 2025-11-21 (Flight FL00227)
PA00443,Flew to Da Nang on 2025-11-19 (Flight FL00073)
PA00444,Flew to Melbourne on 2025-11-20 (Flight FL00257)
PA00445,Flew to Phu Quoc on 2025-11-21 (Flight FL00125)
PA00446,Flew to Melbourne on 2025-11-20 (Flight FL00257)
PA00447,Flew to Sydney on 2025-11-19 (Flight FL00113)
PA00448,Flew to Singapore on 2025-11-21 (Flight FL00291)
PA00449,Flew to Melbourne on 2025-11-20 (Flight FL00218)
PA00450,Flew to Singapore on 2025-11-20 (Flight FL00115)
PA00451,Flew to Tokyo on 2025-11-21 (Flight FL00101)
PA00452,Flew to Phu Quoc on 2025-11-21 (Flight FL00260)
PA00453,Flew to Seoul on 2025-11-19 (Flight FL00017)
PA00454,Flew to Singapore on 2025-11-20 (Flight FL00153)
PA00455,Flew to Hanoi on 2025-11-21 (Flight FL00037)
PA00456,Flew to Paris on 2025-11-21 (Flight FL00086)
PA00457,Flew to Seoul on 2025-11-20 (Flight FL00179)
PA00458,Flew to Bangkok on 2025-11-20 (Flight FL00067)
PA00459,Flew to Sydney on 2025-11-21 (Flight FL00290)
PA00460,Flew to Hong Kong on 2025-11-21 (Flight FL00015)
PA00461,Flew to Singapore on 2025-11-20 (Flight FL00172)
PA00462,Flew to London on 2025-11-21 (Flight FL00282)
PA00463,Flew to Bangkok on 2025-11-21 (Flight FL00345)
PA00464,Flew to Dubai on 2025-11-21 (Flight FL00258)
PA00465,Flew to Phu Quoc on 2025-11-20 (Flight FL00132)
PA00466,Flew to Paris on 2025-11-21 (Flight FL00289)
PA00467,Flew to Seoul on 2025-11-20 (Flight FL00049)
PA00468,Flew to Paris on 2025-11-21 (Flight FL00227)
PA00469,Flew to Sydney on 2025-11-21 (Flight FL00180)
PA00470,Flew to Paris on 2025-11-20 (Flight FL00122)
PA00471,Flew to Phu Quoc on 2025-11-20 (Flight FL00035)
PA00472,Flew to Tokyo on 2025-11-21 (Flight FL00029)
PA00473,Flew to Singapore on 2025-11-21 (Flight FL00006)
PA00474,Flew to Sydney on 2025-11-21 (Flight FL00290)
PA00475,Flew to Da Nang on 2025-11-21 (Flight FL00148)
PA00476,Flew to Hanoi on 2025-11-21 (Flight FL00071)
PA00477,Flew to Bangkok on 2025-11-20 (Flight FL00065)
PA00478,Flew to Hong Kong on 2025-11-20 (Flight FL00209)
PA00479,Flew to Paris on 2025-11-21 (Flight FL00086)
PA00480,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA00481,Flew to Phu Quoc on 2025-11-22 (Flight FL00007)
PA00482,Flew to Paris on 2025-11-21 (Flight FL00243)
PA00483,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA00484,Flew to Phu Quoc on 2025-11-20 (Flight FL00051)
PA00485,Flew to Sydney on 2025-11-20 (Flight FL00043)
PA00486,Flew to Phu Quoc on 2025-11-21 (Flight FL00125)
PA00487,Flew to Bangkok on 2025-11-20 (Flight FL00075)
PA00488,Flew to Taipei on 2025-11-20 (Flight FL00219)
PA00489,Flew to Taipei on 2025-11-21 (Flight FL00298)
PA00490,Flew to Melbourne on 2025-11-21 (Flight FL00205)
PA00491,Flew to Sydney on 2025-11-21 (Flight FL00180)
PA00492,Flew to Hanoi on 2025-11-19 (Flight FL00033)
PA00493,Flew to Sydney on 2025-11-20 (Flight FL00098)
PA00494,Flew to Sydney on 2025-11-21 (Flight FL00259)
PA00495,Flew to London on 2025-11-21 (Flight FL00141)
PA00496,Flew to Hong Kong on 2025-11-21 (Flight FL00142)
PA00497,Flew to Hong Kong on 2025-11-21 (Flight FL00015)
PA00498,Flew to Hong Kong on 2025-11-20 (Flight FL00209)
PA00499,Flew to London on 2025-11-21 (Flight FL00116)
PA00500,Flew to Singapore on 2025-11-21 (Flight FL00036)
PA00501,Flew to Paris on 2025-11-21 (Flight FL00346)
PA00502,Flew to London on 2025-11-20 (Flight FL00002)
PA00503,Flew to Tokyo on 2025-11-21 (Flight FL00220)
PA00504,Flew to Hong Kong on 2025-11-20 (Flight FL00081)
PA00505,Flew to Hong Kong on 2025-11-19 (Flight FL00001)
PA00506,Flew to Phu Quoc on 2025-11-21 (Flight FL00260)
PA00507,Flew to Phu Quoc on 2025-11-20 (Flight FL00123)
PA00508,Flew to Sydney on 2025-11-21 (Flight FL00369)
PA00509,Flew to Bangkok on 2025-11-20 (Flight FL00162)
PA00510,Flew to Bangkok on 2025-11-21 (Flight FL00182)
PA00511,Flew to Paris on 2025-11-20 (Flight FL00122)
PA00512,Flew to Taipei on 2025-11-21 (Flight FL00005)
PA00513,Flew to Sydney on 2025-11-21 (Flight FL00212)
PA00514,Flew to Paris on 2025-11-21 (Flight FL00236)
PA00515,Flew to Melbourne on 2025-11-21 (Flight FL00385)
PA00516,Flew to Taipei on 2025-11-20 (Flight FL00219)
PA00517,Flew to Seoul on 2025-11-20 (Flight FL00147)
PA00518,Flew to Seoul on 2025-11-20 (Flight FL00204)
PA00519,Flew to Paris on 2025-11-21 (Flight FL00243)
PA00520,Flew to Phu Quoc on 2025-11-20 (Flight FL00051)
PA00521,Flew to Tokyo on 2025-11-21 (Flight FL00069)
PA00522,Flew to Tokyo on 2025-11-20 (Flight FL00169)
PA00523,Flew to Singapore on 2025-11-21 (Flight FL00157)
PA00524,Flew to Seoul on 2025-11-20 (Flight FL00163)
PA00525,Flew to Sydney on 2025-11-19 (Flight FL00113)
PA00526,Flew to Taipei on 2025-11-21 (Flight FL00070)
PA00527,Flew to Da Nang on 2025-11-20 (Flight FL00140)
PA00528,Flew to Singapore on 2025-11-21 (Flight FL00036)
PA00529,Flew to London on 2025-11-21 (Flight FL00135)
PA00530,Flew to Hong Kong on 2025-11-19 (Flight FL00161)
PA00531,Flew to Paris on 2025-11-21 (Flight FL00084)
PA00532,Flew to Bangkok on 2025-11-20 (Flight FL00067)
PA00533,Flew to Da Nang on 2025-11-20 (Flight FL00041)
PA00534,Flew to Paris on 2025-11-21 (Flight FL00346)
PA00535,Flew to Tokyo on 2025-11-21 (Flight FL00101)
PA00536,Flew to Singapore on 2025-11-21 (Flight FL00157)
PA00537,Flew to Dubai on 2025-11-20 (Flight FL00034)
PA00538,Flew to Singapore on 2025-11-19 (Flight FL00097)
PA00539,Flew to Seoul on 2025-11-20 (Flight FL00204)
PA00540,Flew to Hong Kong on 2025-11-19 (Flight FL00161)
PA00541,Flew to Hong Kong on 2025-11-21 (Flight FL00015)
PA00542,Flew to Da Nang on 2025-11-20 (Flight FL00281)
PA00543,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA00544,Flew to Seoul on 2025-11-20 (Flight FL00049)
PA00545,Flew to Da Nang on 2025-11-21 (Flight FL00206)
PA00546,Flew to Tokyo on 2025-11-19 (Flight FL00177)
PA00547,Flew to Taipei on 2025-11-21 (Flight FL00181)
PA00548,Flew to Sydney on 2025-11-21 (Flight FL00180)
PA00549,Flew to Paris on 2025-11-21 (Flight FL00289)
PA00550,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA00551,Flew to Bangkok on 2025-11-20 (Flight FL00075)
PA00552,Flew to London on 2025-11-21 (Flight FL00297)
PA00553,Flew to London on 2025-11-21 (Flight FL00021)
PA00554,Flew to Bangkok on 2025-11-20 (Flight FL00075)
PA00555,Flew to Hong Kong on 2025-11-20 (Flight FL00068)
PA00556,Flew to Phu Quoc on 2025-11-21 (Flight FL00108)
PA00557,Flew to London on 2025-11-20 (Flight FL00131)
PA00558,Flew to Phu Quoc on 2025-11-21 (Flight FL00330)
PA00559,Flew to Seoul on 2025-11-21 (Flight FL00014)
PA00560,Flew to Phu Quoc on 2025-11-21 (Flight FL00313)
PA00561,Flew to Tokyo on 2025-11-21 (Flight FL00220)
PA00562,Flew to Sydney on 2025-11-21 (Flight FL00290)
PA00563,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA00564,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA00565,Flew to Hong Kong on 2025-11-21 (Flight FL00274)
PA00566,Flew to Sydney on 2025-11-21 (Flight FL00266)
PA00567,Flew to Seoul on 2025-11-21 (Flight FL00150)
PA00568,Flew to Bangkok on 2025-11-20 (Flight FL00186)
PA00569,Flew to Hong Kong on 2025-11-20 (Flight FL00081)
PA00570,Flew to Phu Quoc on 2025-11-20 (Flight FL00105)
PA00571,Flew to Seoul on 2025-11-21 (Flight FL00014)
PA00572,Flew to Hanoi on 2025-11-19 (Flight FL00033)
PA00573,Flew to Sydney on 2025-11-19 (Flight FL00113)
PA00574,Flew to Bangkok on 2025-11-21 (Flight FL00124)
PA00575,Flew to Tokyo on 2025-11-21 (Flight FL00029)
PA00576,Flew to Paris on 2025-11-21 (Flight FL00243)
PA00577,Flew to Sydney on 2025-11-21 (Flight FL00079)
PA00578,Flew to Hanoi on 2025-11-19 (Flight FL00009)
PA00579,Flew to Phu Quoc on 2025-11-20 (Flight FL00051)
PA00580,Flew to Dubai on 2025-11-21 (Flight FL00061)
PA00581,Flew to Hong Kong on 2025-11-21 (Flight FL00274)
PA00582,Flew to Hong Kong on 2025-11-20 (Flight FL00209)
PA00583,Flew to Sydney on 2025-11-20 (Flight FL00003)
PA00584,Flew to London on 2025-11-20 (Flight FL00131)
PA00585,Flew to Hong Kong on 2025-11-21 (Flight FL00274)
PA00586,Flew to Dubai on 2025-11-21 (Flight FL00174)
PA00587,Flew to Bangkok on 2025-11-21 (Flight FL00250)
PA00588,Flew to Da Nang on 2025-11-20 (Flight FL00090)
PA00589,Flew to Bangkok on 2025-11-21 (Flight FL00182)
PA00590,Flew to Sydney on 2025-11-20 (Flight FL00003)
PA00591,Flew to Taipei on 2025-11-20 (Flight FL00219)
PA00592,Flew to Phu Quoc on 2025-11-21 (Flight FL00108)
PA00593,Flew to Melbourne on 2025-11-21 (Flight FL00205)
PA00594,Flew to Seoul on 2025-11-20 (Flight FL00147)
PA00595,Flew to Phu Quoc on 2025-11-21 (Flight FL00165)
PA00596,Flew to Paris on 2025-11-21 (Flight FL00361)
PA00597,Flew to Hong Kong on 2025-11-21 (Flight FL00189)
PA00598,Flew to Melbourne on 2025-11-20 (Flight FL00076)
PA00599,Flew to Phu Quoc on 2025-11-20 (Flight FL00132)
PA00600,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA00601,Flew to Tokyo on 2025-11-21 (Flight FL00060)
PA00602,Flew to Paris on 2025-11-21 (Flight FL00346)
PA00603,Flew to Sydney on 2025-11-21 (Flight FL00055)
PA00604,Flew to Sydney on 2025-11-21 (Flight FL00079)
PA00605,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA00606,Flew to Phu Quoc on 2025-11-20 (Flight FL00083)
PA00607,Flew to Hong Kong on 2025-11-19 (Flight FL00001)
PA00608,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA00609,Flew to Singapore on 2025-11-20 (Flight FL00010)
PA00610,Flew to Paris on 2025-11-21 (Flight FL00361)
PA00611,Flew to Bangkok on 2025-11-20 (Flight FL00067)
PA00612,Flew to Melbourne on 2025-11-20 (Flight FL00257)
PA00613,Flew to Dubai on 2025-11-20 (Flight FL00013)
PA00614,Flew to Taipei on 2025-11-21 (Flight FL00321)
PA00615,Flew to Da Nang on 2025-11-20 (Flight FL00140)
PA00616,Flew to Hanoi on 2025-11-21 (Flight FL00037)
PA00617,Flew to Paris on 2025-11-21 (Flight FL00086)
PA00618,Flew to Bangkok on 2025-11-20 (Flight FL00065)
PA00619,Flew to Paris on 2025-11-21 (Flight FL00059)
PA00620,Flew to Paris on 2025-11-21 (Flight FL00227)
PA00621,Flew to Paris on 2025-11-21 (Flight FL00156)
PA00622,Flew to Phu Quoc on 2025-11-21 (Flight FL00260)
PA00623,Flew to London on 2025-11-19 (Flight FL00137)
PA00624,Flew to Dubai on 2025-11-21 (Flight FL00174)
PA00625,Flew to Singapore on 2025-11-21 (Flight FL00315)
PA00626,Flew to London on 2025-11-21 (Flight FL00116)
PA00627,Flew to Hong Kong on 2025-11-21 (Flight FL00305)
PA00628,Flew to Sydney on 2025-11-21 (Flight FL00221)
PA00629,Flew to Taipei on 2025-11-19 (Flight FL00185)
PA00630,Flew to Dubai on 2025-11-20 (Flight FL00034)
PA00631,Flew to Sydney on 2025-11-21 (Flight FL00212)
PA00632,Flew to Singapore on 2025-11-21 (Flight FL00036)
PA00633,Flew to Dubai on 2025-11-20 (Flight FL00145)
PA00634,Flew to London on 2025-11-21 (Flight FL00297)
PA00635,Flew to Hong Kong on 2025-11-20 (Flight FL00068)
PA00636,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA00637,Flew to Da Nang on 2025-11-21 (Flight FL00092)
PA00638,Flew to Sydney on 2025-11-20 (Flight FL00043)
PA00639,Flew to Singapore on 2025-11-21 (Flight FL00315)
PA00640,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA00641,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA00642,Flew to Phu Quoc on 2025-11-20 (Flight FL00083)
PA00643,Flew to London on 2025-11-20 (Flight FL00045)
PA00644,Flew to Sydney on 2025-11-21 (Flight FL00079)
PA00645,Flew to Dubai on 2025-11-21 (Flight FL00174)
PA00646,Flew to Dubai on 2025-11-21 (Flight FL00258)
PA00647,Flew to Singapore on 2025-11-21 (Flight FL00036)
PA00648,Flew to Da Nang on 2025-11-21 (Flight FL00148)
PA00649,Flew to Bangkok on 2025-11-20 (Flight FL00186)
PA00650,Flew to Hong Kong on 2025-11-20 (Flight FL00265)
PA00651,Flew to Hong Kong on 2025-11-21 (Flight FL00274)
PA00652,Flew to Bangkok on 2025-11-21 (Flight FL00190)
PA00653,Flew to Taipei on 2025-11-21 (Flight FL00235)
PA00654,Flew to Da Nang on 2025-11-20 (Flight FL00211)
PA00655,Flew to Hanoi on 2025-11-21 (Flight FL00196)
PA00656,Flew to Bangkok on 2025-11-21 (Flight FL00124)
PA00657,Flew to Paris on 2025-11-21 (Flight FL00086)
PA00658,Flew to Tokyo on 2025-11-20 (Flight FL00233)
PA00659,Flew to Bangkok on 2025-11-21 (Flight FL00182)
PA00660,Flew to Taipei on 2025-11-21 (Flight FL00070)
PA00661,Flew to Phu Quoc on 2025-11-20 (Flight FL00083)
PA00662,Flew to Phu Quoc on 2025-11-20 (Flight FL00051)
PA00663,Flew to Melbourne on 2025-11-21 (Flight FL00134)
PA00664,Flew to Melbourne on 2025-11-20 (Flight FL00218)
PA00665,Flew to Da Nang on 2025-11-20 (Flight FL00211)
PA00666,Flew to Singapore on 2025-11-21 (Flight FL00315)
PA00667,Flew to London on 2025-11-21 (Flight FL00116)
PA00668,Flew to London on 2025-11-20 (Flight FL00187)
PA00669,Flew to Bangkok on 2025-11-20 (Flight FL00067)
PA00670,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA00671,Flew to Tokyo on 2025-11-19 (Flight FL00177)
PA00672,Flew to Hong Kong on 2025-11-19 (Flight FL00001)
PA00673,Flew to London on 2025-11-21 (Flight FL00028)
PA00674,Flew to Paris on 2025-11-21 (Flight FL00227)
PA00675,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA00676,Flew to Dubai on 2025-11-21 (Flight FL00237)
PA00677,Flew to Phu Quoc on 2025-11-21 (Flight FL00283)
PA00678,Flew to Hong Kong on 2025-11-20 (Flight FL00217)
PA00679,Flew to Tokyo on 2025-11-20 (Flight FL00234)
PA00680,Flew to Singapore on 2025-11-21 (Flight FL00078)
PA00681,Flew to Seoul on 2025-11-21 (Flight FL00014)
PA00682,Flew to Hanoi on 2025-11-20 (Flight FL00019)
PA00683,Flew to Phu Quoc on 2025-11-20 (Flight FL00249)
PA00684,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA00685,Flew to Dubai on 2025-11-21 (Flight FL00061)
PA00686,Flew to Paris on 2025-11-21 (Flight FL00346)
PA00687,Flew to Hong Kong on 2025-11-21 (Flight FL00189)
PA00688,Flew to Hong Kong on 2025-11-20 (Flight FL00081)
PA00689,Flew to Phu Quoc on 2025-11-20 (Flight FL00154)
PA00690,Flew to Dubai on 2025-11-21 (Flight FL00061)
PA00691,Flew to Melbourne on 2025-11-20 (Flight FL00076)
PA00692,Flew to Taipei on 2025-11-19 (Flight FL00185)
PA00693,Flew to Da Nang on 2025-11-20 (Flight FL00139)
PA00694,Flew to Tokyo on 2025-11-21 (Flight FL00155)
PA00695,Flew to Paris on 2025-11-20 (Flight FL00122)
PA00696,Flew to Tokyo on 2025-11-19 (Flight FL00201)
PA00697,Flew to Da Nang on 2025-11-20 (Flight FL00211)
PA00698,Flew to Dubai on 2025-11-20 (Flight FL00013)
PA00699,Flew to Hanoi on 2025-11-19 (Flight FL00033)
PA00700,Flew to Tokyo on 2025-11-19 (Flight FL00177)
PA00701,Flew to Sydney on 2025-11-21 (Flight FL00221)
PA00702,Flew to Bangkok on 2025-11-21 (Flight FL00124)
PA00703,Flew to Singapore on 2025-11-20 (Flight FL00089)
PA00704,Flew to Paris on 2025-11-21 (Flight FL00086)
PA00705,Flew to Sydney on 2025-11-21 (Flight FL00004)
PA00706,Flew to Singapore on 2025-11-20 (Flight FL00153)
PA00707,Flew to Paris on 2025-11-21 (Flight FL00289)
PA00708,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA00709,Flew to Da Nang on 2025-11-19 (Flight FL00073)
PA00710,Flew to Taipei on 2025-11-21 (Flight FL00109)
PA00711,Flew to Taipei on 2025-11-21 (Flight FL00005)
PA00712,Flew to Dubai on 2025-11-21 (Flight FL00242)
PA00713,Flew to Dubai on 2025-11-21 (Flight FL00061)
PA00714,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA00715,Flew to Phu Quoc on 2025-11-20 (Flight FL00035)
PA00716,Flew to Melbourne on 2025-11-22 (Flight FL00393)
PA00717,Flew to Melbourne on 2025-11-21 (Flight FL00385)
PA00718,Flew to Da Nang on 2025-11-21 (Flight FL00329)
PA00719,Flew to Hong Kong on 2025-11-21 (Flight FL00274)
PA00720,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA00721,Flew to Da Nang on 2025-11-20 (Flight FL00107)
PA00722,Flew to Seoul on 2025-11-20 (Flight FL00049)
PA00723,Flew to Dubai on 2025-11-21 (Flight FL00242)
PA00724,Flew to Bangkok on 2025-11-20 (Flight FL00186)
PA00725,Flew to Taipei on 2025-11-20 (Flight FL00241)
PA00726,Flew to Phu Quoc on 2025-11-21 (Flight FL00330)
PA00727,Flew to Singapore on 2025-11-21 (Flight FL00036)
PA00728,Flew to Seoul on 2025-11-20 (Flight FL00018)
PA00729,Flew to Singapore on 2025-11-19 (Flight FL00097)
PA00730,Flew to Tokyo on 2025-11-19 (Flight FL00177)
PA00731,Flew to Seoul on 2025-11-21 (Flight FL00030)
PA00732,Flew to Singapore on 2025-11-20 (Flight FL00089)
PA00733,Flew to Bangkok on 2025-11-21 (Flight FL00345)
PA00734,Flew to Hong Kong on 2025-11-21 (Flight FL00229)
PA00735,Flew to Sydney on 2025-11-19 (Flight FL00113)
PA00736,Flew to Dubai on 2025-11-20 (Flight FL00106)
PA00737,Flew to Sydney on 2025-11-19 (Flight FL00113)
PA00738,Flew to Hanoi on 2025-11-20 (Flight FL00099)
PA00739,Flew to Taipei on 2025-11-20 (Flight FL00011)
PA00740,Flew to Seoul on 2025-11-21 (Flight FL00150)
PA00741,Flew to Bangkok on 2025-11-20 (Flight FL00065)
PA00742,Flew to Tokyo on 2025-11-21 (Flight FL00054)
PA00743,Flew to Bangkok on 2025-11-20 (Flight FL00186)
PA00744,Flew to Phu Quoc on 2025-11-20 (Flight FL00249)
PA00745,Flew to London on 2025-11-20 (Flight FL00131)
PA00746,Flew to Da Nang on 2025-11-21 (Flight FL00020)
PA00747,Flew to Hanoi on 2025-11-21 (Flight FL00196)
PA00748,Flew to Singapore on 2025-11-20 (Flight FL00153)
PA00749,Flew to Bangkok on 2025-11-20 (Flight FL00162)
PA00750,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA00751,Flew to Tokyo on 2025-11-21 (Flight FL00220)
PA00752,Flew to Dubai on 2025-11-21 (Flight FL00149)
PA00753,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA00754,Flew to Sydney on 2025-11-21 (Flight FL00180)
PA00755,Flew to Da Nang on 2025-11-20 (Flight FL00194)
PA00756,Flew to Dubai on 2025-11-21 (Flight FL00174)
PA00757,Flew to Da Nang on 2025-11-21 (Flight FL00206)
PA00758,Flew to Hanoi on 2025-11-19 (Flight FL00033)
PA00759,Flew to London on 2025-11-20 (Flight FL00131)
PA00760,Flew to Paris on 2025-11-20 (Flight FL00091)
PA00761,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA00762,Flew to Taipei on 2025-11-20 (Flight FL00219)
PA00763,Flew to Dubai on 2025-11-20 (Flight FL00145)
PA00764,Flew to Seoul on 2025-11-20 (Flight FL00147)
PA00765,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA00766,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA00767,Flew to Tokyo on 2025-11-21 (Flight FL00197)
PA00768,Flew to Hong Kong on 2025-11-21 (Flight FL00229)
PA00769,Flew to Sydney on 2025-11-21 (Flight FL00079)
PA00770,Flew to Hanoi on 2025-11-21 (Flight FL00071)
PA00771,Flew to Tokyo on 2025-11-21 (Flight FL00220)
PA00772,Flew to Sydney on 2025-11-21 (Flight FL00180)
PA00773,Flew to Bangkok on 2025-11-21 (Flight FL00190)
PA00774,Flew to Tokyo on 2025-11-21 (Flight FL00054)
PA00775,Flew to Dubai on 2025-11-21 (Flight FL00149)
PA00776,Flew to Paris on 2025-11-20 (Flight FL00091)
PA00777,Flew to Tokyo on 2025-11-20 (Flight FL00234)
PA00778,Flew to London on 2025-11-20 (Flight FL00187)
PA00779,Flew to Singapore on 2025-11-20 (Flight FL00115)
PA00780,Flew to Hong Kong on 2025-11-21 (Flight FL00305)
PA00781,Flew to Tokyo on 2025-11-20 (Flight FL00169)
PA00782,Flew to Phu Quoc on 2025-11-20 (Flight FL00105)
PA00783,Flew to Paris on 2025-11-21 (Flight FL00084)
PA00784,Flew to London on 2025-11-21 (Flight FL00282)
PA00785,Flew to Sydney on 2025-11-20 (Flight FL00074)
PA00786,Flew to Taipei on 2025-11-21 (Flight FL00235)
PA00787,Flew to Phu Quoc on 2025-11-21 (Flight FL00085)
PA00788,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA00789,Flew to Taipei on 2025-11-20 (Flight FL00011)
PA00790,Flew to Tokyo on 2025-11-19 (Flight FL00177)
PA00791,Flew to Taipei on 2025-11-21 (Flight FL00070)
PA00792,Flew to Taipei on 2025-11-21 (Flight FL00235)
PA00793,Flew to Hanoi on 2025-11-19 (Flight FL00033)
PA00794,Flew to Tokyo on 2025-11-21 (Flight FL00054)
PA00795,Flew to Hong Kong on 2025-11-21 (Flight FL00229)
PA00796,Flew to Phu Quoc on 2025-11-21 (Flight FL00354)
PA00797,Flew to Da Nang on 2025-11-20 (Flight FL00107)
PA00798,Flew to Hong Kong on 2025-11-21 (Flight FL00274)
PA00799,Flew to Hanoi on 2025-11-20 (Flight FL00019)
PA00800,Flew to Taipei on 2025-11-20 (Flight FL00011)
PA00801,Flew to Taipei on 2025-11-21 (Flight FL00321)
PA00802,Flew to Bangkok on 2025-11-20 (Flight FL00065)
PA00803,Flew to Phu Quoc on 2025-11-21 (Flight FL00125)
PA00804,Flew to Da Nang on 2025-11-20 (Flight FL00139)
PA00805,Flew to Hanoi on 2025-11-21 (Flight FL00071)
PA00806,Flew to London on 2025-11-21 (Flight FL00021)
PA00807,Flew to Taipei on 2025-11-21 (Flight FL00070)
PA00808,Flew to Sydney on 2025-11-21 (Flight FL00266)
PA00809,Flew to Hong Kong on 2025-11-20 (Flight FL00209)
PA00810,Flew to Bangkok on 2025-11-21 (Flight FL00182)
PA00811,Flew to Bangkok on 2025-11-20 (Flight FL00065)
PA00812,Flew to Taipei on 2025-11-21 (Flight FL00321)
PA00813,Flew to Singapore on 2025-11-20 (Flight FL00089)
PA00814,Flew to Da Nang on 2025-11-20 (Flight FL00139)
PA00815,Flew to London on 2025-11-21 (Flight FL00141)
PA00816,Flew to Seoul on 2025-11-21 (Flight FL00150)
PA00817,Flew to Phu Quoc on 2025-11-21 (Flight FL00165)
PA00818,Flew to London on 2025-11-21 (Flight FL00135)
PA00819,Flew to Paris on 2025-11-20 (Flight FL00273)
PA00820,Flew to Dubai on 2025-11-20 (Flight FL00013)
PA00821,Flew to Phu Quoc on 2025-11-20 (Flight FL00035)
PA00822,Flew to London on 2025-11-21 (Flight FL00021)
PA00823,Flew to London on 2025-11-20 (Flight FL00131)
